Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C122238	C65047		Laboratory Test Code	MET	Methionine	A measurement of the methionine in a biological specimen.	Methionine Measurement
C74615	C65047		Laboratory Test Code	METAMY	Metamyelocytes	A measurement of the metamyelocytes (small, myelocytic neutrophils with an indented nucleus) in a biological specimen.	Metamyelocyte Count
C98754	C65047		Laboratory Test Code	METAMYCE	Metamyelocytes/Total Cells	A relative measurement (ratio or percentage ) of the metamyelocytes (small, myelocytic neutrophils with an indented nucleus) to total cells in a biological specimen (for example a bone marrow specimen).	Metamyelocyte to Total Cell Ratio Measurement
C74645	C65047		Laboratory Test Code	METAMYLE	Metamyelocytes/Leukocytes	A relative measurement (ratio or percentage) of the metamyelocytes (small, myelocytic neutrophils with an indented nucleus) to all leukocytes in a biological specimen.	Metamyelocyte to Leukocyte Ratio Measurement
C116198	C65047		Laboratory Test Code	METANEPH	Metadrenaline; Metanephrine	A measurement of the metanephrine in a biological specimen.	Metanephrine Measurement
C163468	C65047		Laboratory Test Code	METANEXR	Metanephrine Excretion Rate	A measurement of the amount of metanephrine being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Metanephrine Excretion Rate
C128971	C65047		Laboratory Test Code	METARBCE	Metarubricyte/Total Cells	A relative measurement (ratio or percentage) of the metarubricytes to total cells in a biological specimen.	Metarubricyte to Total Cell Ratio Measurement
C165974	C65047		Laboratory Test Code	METARBLE	Metarubricytes/Leukocytes	A relative measurement (ratio or percentage) of the metarubricytes to leukocytes in a biological specimen.	Metarubricyte to Leukocyte Ratio Measurement
C128972	C65047		Laboratory Test Code	METARUB	Acidophilic Erythroblast; Metarubricyte; Orthochromatophilic Normoblast; Orthochromic Erythroblast; Orthochromic Normoblast	A measurement of the metarubricytes in a biological specimen.	Metarubricyte Count
C187814	C65047		Laboratory Test Code	METASE	Methyltransferase	A measurement of the total methyltransferase in a biological specimen.	Methyltransferase Measurement
C75348	C65047		Laboratory Test Code	METHAMPH	Methamphetamine	A measurement of the methamphetamine drug present in a biological specimen.	Methamphetamine Measurement
C186080	C65047		Laboratory Test Code	METHANE	CH4; Methane	A measurement of the methane in a biological specimen.	Methane Measurement
C147394	C65047		Laboratory Test Code	METHANOL	Methanol	A measurement of the methanol in a biological specimen.	Methanol Measurement
C74881	C65047		Laboratory Test Code	METHDN	Methadone	A measurement of the methadone present in a biological specimen.	Methadone Measurement
C170581	C65047		Laboratory Test Code	METHPHEN	Methylphenidate	A measurement of the methylphenidate in a biological specimen.	Methylphenidate Measurement
C74882	C65047		Laboratory Test Code	METHQLDN	Methaqualone	A measurement of the methaqualone present in a biological specimen.	Methaqualone Measurement
C184624	C65047		Laboratory Test Code	MFENRX	Mefenorex	A measurement of the mefenorex in a biological specimen.	Mefenorex Measurement
C64840	C65047		Laboratory Test Code	MG	Magnesium	A measurement of the magnesium in a biological specimen.	Magnesium Measurement
C79436	C65047		Laboratory Test Code	MGB	Myoglobin	A measurement of myoglobin in a biological specimen.	Myoglobin Measurement
C106546	C65047		Laboratory Test Code	MGBCREAT	Myoglobin/Creatinine	A relative measurement (ratio or percentage) of the myoglobin to creatinine present in a sample.	Myoglobin to Creatinine Ratio Measurement
C79456	C65047		Laboratory Test Code	MGCREAT	Magnesium/Creatinine	A relative measurement (ratio or percentage) of the magnesium to creatinine in a biological specimen.	Magnesium to Creatinine Ratio Measurement
C175951	C65047		Laboratory Test Code	MGION	Magnesium, Ionized	A measurement of the ionized magnesium in a biological specimen.	Ionized Magnesium Measurement
C209603	C65047		Laboratory Test Code	MHXBNMA	MHBMA; Monohydroxy-3-butenyl Mercapturic Acid; Monohydroxybutenyl Mercapturate; Monohydroxybutenyl Mercapturic Acid	A measurement of the monohydroxybutenyl mercapturic acid in a specimen.	Monohydroxybutenyl Mercapturic Acid Measurement
C172502	C65047		Laboratory Test Code	MICA	MHC Class I Chain Related Protein A	A measurement of the MHC class I chain related protein A in a biological specimen.	MHC Class I Chain Related Protein A Measurement
C64822	C65047		Laboratory Test Code	MICROCY	Microcytes	A measurement of the microcytes in a biological specimen.	Microcyte Count
C116199	C65047		Laboratory Test Code	MIDCEF	Mid Cell Fraction; Mid Cells	A measurement of the mid cell fraction, including eosinophils, basophils, monocytes and other precursor white blood cells, in a biological specimen.	Mid Cell Fraction Measurement
C163464	C65047		Laboratory Test Code	MIP1	Macrophage Inflammatory Protein 1	A measurement of total macrophage inflammatory protein 1 in a biological specimen.	Macrophage Inflammatory Protein 1 Measurement
C82023	C65047		Laboratory Test Code	MIP1A	Chemokine Ligand 3; Macrophage Inflammatory Protein 1 Alpha	A measurement of the macrophage inflammatory protein 1 alpha in a biological specimen.	Macrophage Inflammatory Protein 1 Alpha Measurement
C82024	C65047		Laboratory Test Code	MIP1B	Chemokine Ligand 4; Macrophage Inflammatory Protein 1 Beta	A measurement of the macrophage inflammatory protein 1 beta in a biological specimen.	Macrophage Inflammatory Protein 1 Beta Measurement
C130164	C65047		Laboratory Test Code	MIP1G	Macrophage Inflammatory Protein 1 Gamma	A measurement of the macrophage inflammatory protein 1 gamma in a biological specimen.	Macrophage Inflammatory Protein 1 Gamma Measurement
C135432	C65047		Laboratory Test Code	MKCMKBMP	Megakaryocyte and Megakaryoblast Morph; Megakaryocyte and Megakaryoblast Morphology	An examination or assessment of the form and structure of megakaryoblasts and megakaryocytes.	Megakaryocyte and Megakaryoblast Morphology Assessment
C74867	C65047		Laboratory Test Code	MLATONIN	Melatonin	A measurement of the melatonin hormone in a biological specimen.	Melatonin Measurement
C74660	C65047		Laboratory Test Code	MLIGCE	Malignant Cells, NOS	A measurement of the malignant cells of all types in a biological specimen.	Malignant Cell Count
C74643	C65047		Laboratory Test Code	MLIGCEBC	Malignant Cells, NOS/Blood Cells	A relative measurement (ratio or percentage) of the malignant cells of all types to all blood cells in a biological specimen.	Malignant Cell to Blood Cell Ratio Measurement
C187815	C65047		Laboratory Test Code	MLNCPRN	Milnacipran	A measurement of the milnacipran in a biological specimen.	Milnacipran Measurement
C16790	C65047		Laboratory Test Code	MLR	Mixed Leukocyte Reaction; Mixed Lymphocyte Reaction	A measurement of the histocompatibility at the HL-A locus between two populations of lymphocytes taken from two separate individuals.	Mixed Lymphocyte Reaction Test
C96690	C65047		Laboratory Test Code	MMA	Methylmalonate; Methylmalonic Acid	A measurement of the methylmalonic acid in a biological specimen.	Methylmalonic Acid Measurement
C181407	C65047		Laboratory Test Code	MMARG	Monomethylarginine; Tilarginine	A measurement of the monomethylarginine in a biological specimen.	Monomethylarginine Measurement
C163466	C65047		Laboratory Test Code	MMIF	Macrophage Migration Inhibitory Factor; MIF	A measurement of the macrophage migration inhibitory factor in a biological specimen.	Macrophage Migration Inhibitory Factor Measurement
C80192	C65047		Laboratory Test Code	MMP1	Interstitial Collagenase; Matrix Metalloproteinase 1	A measurement of the matrix metalloproteinase 1 in a biological specimen.	Matrix Metalloproteinase 1 Measurement
C209604	C65047		Laboratory Test Code	MMP10	Matrix Metalloproteinase 10; Stromelysin 2	A measurement of the matrix metalloproteinase 10 in a specimen.	Matrix Metalloproteinase 10 Measurement
C209605	C65047		Laboratory Test Code	MMP12	Macrophage Elastase; Macrophage Metalloelastase; Matrix Metallopeptidase 12; Matrix Metalloproteinase 12; MME	A measurement of the matrix metalloproteinase 12 in a specimen.	Matrix Metalloproteinase 12 Measurement
C209606	C65047		Laboratory Test Code	MMP13	CLG3; Collagenase 3; Matrix Metalloproteinase 13	A measurement of the matrix metalloproteinase 13 in a specimen.	Matrix Metalloproteinase 13 Measurement
C80193	C65047		Laboratory Test Code	MMP2	Gelatinase A; Matrix Metalloproteinase 2	A measurement of the matrix metalloproteinase 2 in a biological specimen.	Matrix Metalloproteinase 2 Measurement
C80194	C65047		Laboratory Test Code	MMP3	Matrix Metalloproteinase 3; Stromelysin 1	A measurement of the matrix metalloproteinase 3 in a biological specimen.	Matrix Metalloproteinase 3 Measurement
C80195	C65047		Laboratory Test Code	MMP7	Matrilysin; Matrix Metalloproteinase 7	A measurement of the matrix metalloproteinase 7 in a biological specimen.	Matrix Metalloproteinase 7 Measurement
C80196	C65047		Laboratory Test Code	MMP8	Matrix Metalloproteinase 8; Neutrophil Collagenase	A measurement of the matrix metalloproteinase 8 in a biological specimen.	Matrix Metalloproteinase 8 Measurement
C80197	C65047		Laboratory Test Code	MMP9	Gelatinase B; Matrix Metalloproteinase 9	A measurement of the matrix metalloproteinase 9 in a biological specimen.	Matrix Metalloproteinase 9 Measurement
C127629	C65047		Laboratory Test Code	MMYCECE	Maturing Myeloid/Total Cells	A relative measurement (ratio or percentage) of the maturing myeloid cells to total cells in a biological specimen.	Maturing Myeloid Cell to Total Cell Ratio Measurement
C154757	C65047		Laboratory Test Code	MNC	Mononuclear Cells; Mononucleated Cells	A measurement of the mononuclear cells in a biological specimen.	Mononuclear Cell Count
C187790	C65047		Laboratory Test Code	MNCAT	Mononuclear Cells Atypical	A measurement of the atypical mononuclear cells in a biological specimen.	Atypical Mononuclear Cell Count
C187791	C65047		Laboratory Test Code	MNCATLE	Mononuclear Cells Atypical/Leukocytes	A relative measurement (ratio or percentage) of the atypical mononuclear cells to leukocytes in a biological specimen.	Atypical Mononuclear Cells to Leukocytes Ratio Measurement
C111276	C65047		Laboratory Test Code	MOCYCE	Monocytoid Cells	A measurement of the monocytoid cells in a biological specimen.	Monocytoid Cell Count
C111277	C65047		Laboratory Test Code	MOCYCECE	Monocytoid Cells/Total Cells	A relative measurement (ratio or percentage) of the monocytoid cells to total cells in a biological specimen.	Monocytoid Cell to Total Cell Ratio Measurement
C120641	C65047		Laboratory Test Code	MOCYCELE	Monocytoid Cells/Leukocytes	A relative measurement (ratio or percentage) of the monocytoid cells to leukocytes in a biological specimen.	Monocytoid Cells to Leukocytes Ratio Measurement
C184628	C65047		Laboratory Test Code	MODAFNIL	Modafinil	A measurement of the modafinil in a biological specimen.	Modafinil Measurement
C184626	C65047		Laboratory Test Code	MOHXITAL	Methohexital	A measurement of the methohexital in a biological specimen.	Methohexital Measurement
C177981	C65047		Laboratory Test Code	MOLINDN	Molindone	A measurement of the molindone in a biological specimen.	Molindone Measurement
C147396	C65047		Laboratory Test Code	MONMPHLE	Monocytes and Macrophages/Leukocytes	A relative measurement (ratio or percentage) of the monocytes and macrophages to total leukocytes in a biological specimen.	Monocytes and Macrophages to Leukocytes Ratio Measurement
C64823	C65047		Laboratory Test Code	MONO	Monocytes	A measurement of the monocytes in a biological specimen.	Monocyte Count
C74631	C65047		Laboratory Test Code	MONOBL	Monoblasts	A measurement of the monoblast cells in a biological specimen.	Monoblast Count
C187677	C65047		Laboratory Test Code	MONOBLCE	Monoblasts/Total Cells	A relative measurement (ratio or percentage) of the monoblasts to total cells in a biological specimen.	Monoblast to Total Cell Ratio Measurement
C74646	C65047		Laboratory Test Code	MONOBLLE	Monoblasts/Leukocytes	A relative measurement (ratio or percentage) of the monoblasts to leukocytes in a biological specimen.	Monoblast to Leukocyte Ratio Measurement
C98872	C65047		Laboratory Test Code	MONOCE	Monocytes/Total Cells	A relative measurement (ratio or percentage) of the monocytes to total cells in a biological specimen (for example a bone marrow specimen).	Monocytes to Total Cell Ratio Measurement
C96676	C65047		Laboratory Test Code	MONOIM	Immature Monocytes	A measurement of the immature monocytes in a biological specimen.	Immature Monocyte Count
C96677	C65047		Laboratory Test Code	MONOIMLE	Immature Monocytes/Leukocytes	A relative measurement (ratio or percentage) of immature monocytes to total leukocytes in a biological specimen.	Immature Monocyte to Leukocyte Ratio Measurement
C64824	C65047		Laboratory Test Code	MONOLE	Monocytes/Leukocytes	A relative measurement (ratio or percentage) of the monocytes to leukocytes in a biological specimen.	Monocyte to Leukocyte Ratio
C106544	C65047		Laboratory Test Code	MONOMA	Monocytes/Macrocytes	A relative measurement (ratio or percentage) of the monocytes to macrocytes present in a sample.	Monocytes to Macrocytes Ratio Measurement
C135433	C65047		Laboratory Test Code	MONONSQE	Monocytes/Non-Squam Epi Cells	A relative measurement (ratio or percentage) of the monocytes to non-squamous epithelial cells in a biological specimen.	Monocytes to Non-Squamous Epithelial Cells Ratio Measurement
C147397	C65047		Laboratory Test Code	MONOPTPT	M Protein/Total Protein; M-Spike Protein/Total Protein; Monoclonal Protein Spike/Total Protein; Monoclonal Protein/Total Protein; Myeloma Protein/Total Protein	A relative measurement (ratio or percentage) of the monoclonal protein to total protein in a biological specimen.	Monoclonal Protein to Total Protein Ratio Measurement
C184535	C65047		Laboratory Test Code	MORPHDS	Desomorphine	A measurement of the desomorphine in a biological specimen.	Desomorphine Measurement
C184570	C65047		Laboratory Test Code	MORPHET	Ethylmorphine	A measurement of the ethylmorphine in a biological specimen.	Ethylmorphine Measurement
C74883	C65047		Laboratory Test Code	MORPHINE	Morphine	A measurement of the morphine present in a biological specimen.	Morphine Measurement
C184556	C65047		Laboratory Test Code	MORPHNC	Nicomorphine	A measurement of the nicomorphine in a biological specimen.	Nicomorphine Measurement
C184557	C65047		Laboratory Test Code	MORPHNR	Normorphine	A measurement of the normorphine in a biological specimen.	Normorphine Measurement
C96686	C65047		Laboratory Test Code	MPC	Mean Platelet Component	A measurement of the mean platelet component (platelet activity) in a blood specimen.	Mean Platelet Component Measurement
C184551	C65047		Laboratory Test Code	MPHDRN	Mephedrone	A measurement of the mephedrone in a biological specimen.	Mephedrone Measurement
C75366	C65047		Laboratory Test Code	MPHNBRB	Mephobarbital; Methylphenobarbital	A measurement of the methylphenobarbital in a biological specimen.	Mephobarbital Measurement
C186081	C65047		Laboratory Test Code	MPIGISO	Immunoglobulin Immunofixation Interpretation; Monoclonal Prot Immunoglobulin Isotype; Monoclonal Protein Immunoglobulin Class; Monoclonal Protein Immunoglobulin Isotype	The identification of the monoclonal protein immunoglobulin isotype in a biological specimen.	Monoclonal Protein Immunoglobulin Isotype Determination
